#VIN,#VehicleCategoryCode,ClassOfHybridVehicleCode,#FuelTypeCode,#FuelCode1,#FuelCode2,#FuelCode3,FuelCode4,Info manueller Change in DB: vehicleNatureCode 
BFE35emptyD40xx44,N1,Empty,D,40,-,44,-,35
BFE38emptyD40xx44,N1,Empty,D,40,-,44,-,38
BFE01emptyD2040xx,N1,Empty,D,20,40,-,-,-
BFE35emptyD2040xx,N1,Empty,D,20,40,-,-,35
BFE38emptyD2040xx,N1,Empty,D,20,40,-,-,38
BFE01emptyD20400x,N1,Empty,D,20,40,0,-,-
BFE35emptyD20400x,N1,Empty,D,20,40,0,-,35
BFE38emptyD20400x,N1,Empty,D,20,40,0,-,38
BFE01emptyD204044,N1,Empty,D,20,40,44,-,-
BFE35emptyD204044,N1,Empty,D,20,40,44,-,35
BFE38emptyD204044,N1,Empty,D,20,40,44,-,38
BFE01emptyD20xxxx,N1,Empty,D,20,-,-,-,-
BFE35emptyD20xxxx,N1,Empty,D,20,-,-,-,35
BFE38emptyD20xxxx,N1,Empty,D,20,-,-,-,38
BFE01emptyD20xx0x,N1,Empty,D,20,-,0,-,-
BFE35emptyD20xx0x,N1,Empty,D,20,-,0,-,35
BFE38emptyD20xx0x,N1,Empty,D,20,-,0,-,38
BFE01emptyD20xx44,N1,Empty,D,20,-,44,-,-
BFE35emptyD20xx44,N1,Empty,D,20,-,44,-,35
BFE38emptyD20xx44,N1,Empty,D,20,-,44,-,38
BFE01vchevB1040xx,N1,OVC-HEV,B,10,40,-,-,-
BFE35vchevB1040xx,N1,OVC-HEV,B,10,40,-,-,35
BFE38vchevB1040xx,N1,OVC-HEV,B,10,40,-,-,38
BFE01vchevB10400x,N1,OVC-HEV,B,10,40,0,-,-
BFE35vchevB10400x,N1,OVC-HEV,B,10,40,0,-,35
BFE38vchevB10400x,N1,OVC-HEV,B,10,40,0,-,38
BFE01vchevB104044,N1,OVC-HEV,B,10,40,44,-,-
BFE35vchevB104044,N1,OVC-HEV,B,10,40,44,-,35
BFE38vchevB104044,N1,OVC-HEV,B,10,40,44,-,38
BFE01vchevB10xxxx,N1,OVC-HEV,B,10,-,-,-,-
BFE35vchevB10xxxx,N1,OVC-HEV,B,10,-,-,-,35
BFE38vchevB10xxxx,N1,OVC-HEV,B,10,-,-,-,38
BFE01vchevB10xx0x,N1,OVC-HEV,B,10,-,0,-,-
BFE35vchevB10xx0x,N1,OVC-HEV,B,10,-,0,-,35
BFE38vchevB10xx0x,N1,OVC-HEV,B,10,-,0,-,38
BFE01vchevB10xx44,N1,OVC-HEV,B,10,-,44,-,-
BFE35vchevB10xx44,N1,OVC-HEV,B,10,-,44,-,35
BFE38vchevB10xx44,N1,OVC-HEV,B,10,-,44,-,38
BFE01vchevB5040xx,N1,OVC-HEV,B,50,40,-,-,-
BFE35vchevB5040xx,N1,OVC-HEV,B,50,40,-,-,35
BFE38vchevB5040xx,N1,OVC-HEV,B,50,40,-,-,38
BFE01vchevB50400x,N1,OVC-HEV,B,50,40,0,-,-
BFE35vchevB50400x,N1,OVC-HEV,B,50,40,0,-,35
BFE38vchevB50400x,N1,OVC-HEV,B,50,40,0,-,38
BFE01vchevB504044,N1,OVC-HEV,B,50,40,44,-,-
BFE35vchevB504044,N1,OVC-HEV,B,50,40,44,-,35
BFE38vchevB504044,N1,OVC-HEV,B,50,40,44,-,38
BFE01vchevB50xxxx,N1,OVC-HEV,B,50,-,-,-,-
BFE35vchevB50xxxx,N1,OVC-HEV,B,50,-,-,-,35
BFE38vchevB50xxxx,N1,OVC-HEV,B,50,-,-,-,38
BFE01vchevB50xx0x,N1,OVC-HEV,B,50,-,0,-,-
BFE35vchevB50xx0x,N1,OVC-HEV,B,50,-,0,-,35
BFE38vchevB50xx0x,N1,OVC-HEV,B,50,-,0,-,38
BFE01vchevB50xx44,N1,OVC-HEV,B,50,-,44,-,-
BFE35vchevB50xx44,N1,OVC-HEV,B,50,-,44,-,35
BFE38vchevB50xx44,N1,OVC-HEV,B,50,-,44,-,38
BFE01vchevB0x40xx,N1,OVC-HEV,B,0,40,-,-,-
BFE35vchevB0x40xx,N1,OVC-HEV,B,0,40,-,-,35
BFE38vchevB0x40xx,N1,OVC-HEV,B,0,40,-,-,38
BFE01vchevB0x400x,N1,OVC-HEV,B,0,40,0,-,-
BFE35vchevB0x400x,N1,OVC-HEV,B,0,40,0,-,35
BFE38vchevB0x400x,N1,OVC-HEV,B,0,40,0,-,38
BFE01vchevB0x4044,N1,OVC-HEV,B,0,40,44,-,-
BFE35vchevB0x4044,N1,OVC-HEV,B,0,40,44,-,35
BFE38vchevB0x4044,N1,OVC-HEV,B,0,40,44,-,38
BFE01vchevB0xxxxx,N1,OVC-HEV,B,0,-,-,-,-
BFE35vchevB0xxxxx,N1,OVC-HEV,B,0,-,-,-,35
BFE38vchevB0xxxxx,N1,OVC-HEV,B,0,-,-,-,38
BFE01vchevB0xxx0x,N1,OVC-HEV,B,0,-,0,-,-
BFE35vchevB0xxx0x,N1,OVC-HEV,B,0,-,0,-,35
BFE38vchevB0xxx0x,N1,OVC-HEV,B,0,-,0,-,38
BFE01vchevB0xxx44,N1,OVC-HEV,B,0,-,44,-,-
BFE35vchevB0xxx44,N1,OVC-HEV,B,0,-,44,-,35
BFE38vchevB0xxx44,N1,OVC-HEV,B,0,-,44,-,38
BFE01vchevB4040xx,N1,OVC-HEV,B,40,40,-,-,-
BFE35vchevB4040xx,N1,OVC-HEV,B,40,40,-,-,35
BFE38vchevB4040xx,N1,OVC-HEV,B,40,40,-,-,38
BFE01vchevB40400x,N1,OVC-HEV,B,40,40,0,-,-
BFE35vchevB40400x,N1,OVC-HEV,B,40,40,0,-,35
BFE38vchevB40400x,N1,OVC-HEV,B,40,40,0,-,38
BFE01vchevB404044,N1,OVC-HEV,B,40,40,44,-,-
BFE35vchevB404044,N1,OVC-HEV,B,40,40,44,-,35
BFE38vchevB404044,N1,OVC-HEV,B,40,40,44,-,38
BFE01vchevB40xxxx,N1,OVC-HEV,B,40,-,-,-,-
BFE35vchevB40xxxx,N1,OVC-HEV,B,40,-,-,-,35
BFE38vchevB40xxxx,N1,OVC-HEV,B,40,-,-,-,38
BFE01vchevB40xx0x,N1,OVC-HEV,B,40,-,0,-,-
BFE35vchevB40xx0x,N1,OVC-HEV,B,40,-,0,-,35
BFE38vchevB40xx0x,N1,OVC-HEV,B,40,-,0,-,38
BFE01vchevB40xx44,N1,OVC-HEV,B,40,-,44,-,-
BFE35vchevB40xx44,N1,OVC-HEV,B,40,-,44,-,35
BFE38vchevB40xx44,N1,OVC-HEV,B,40,-,44,-,38
BFE01vchevB2040xx,N1,OVC-HEV,B,20,40,-,-,-
BFE35vchevB2040xx,N1,OVC-HEV,B,20,40,-,-,35
BFE38vchevB2040xx,N1,OVC-HEV,B,20,40,-,-,38
BFE01vchevB20400x,N1,OVC-HEV,B,20,40,0,-,-
BFE35vchevB20400x,N1,OVC-HEV,B,20,40,0,-,35
BFE38vchevB20400x,N1,OVC-HEV,B,20,40,0,-,38
BFE01vchevB204044,N1,OVC-HEV,B,20,40,44,-,-
BFE35vchevB204044,N1,OVC-HEV,B,20,40,44,-,35
BFE38vchevB204044,N1,OVC-HEV,B,20,40,44,-,38
BFE01vchevB20xxxx,N1,OVC-HEV,B,20,-,-,-,-
BFE35vchevB20xxxx,N1,OVC-HEV,B,20,-,-,-,35
BFE38vchevB20xxxx,N1,OVC-HEV,B,20,-,-,-,38
BFE01vchevB20xx0x,N1,OVC-HEV,B,20,-,0,-,-
BFE35vchevB20xx0x,N1,OVC-HEV,B,20,-,0,-,35
BFE38vchevB20xx0x,N1,OVC-HEV,B,20,-,0,-,38
BFE01vchevB20xx44,N1,OVC-HEV,B,20,-,44,-,-
BFE35vchevB20xx44,N1,OVC-HEV,B,20,-,44,-,35
BFE38vchevB20xx44,N1,OVC-HEV,B,20,-,44,-,38
BFE01vchevT1040xx,N1,OVC-HEV,T,10,40,-,0,-
BFE35vchevT1040xx,N1,OVC-HEV,T,10,40,-,0,35
BFE38vchevT1040xx,N1,OVC-HEV,T,10,40,-,0,38
BFE01vchevT10400x,N1,OVC-HEV,T,10,40,0,0,-
BFE35vchevT10400x,N1,OVC-HEV,T,10,40,0,0,35
BFE38vchevT10400x,N1,OVC-HEV,T,10,40,0,0,38
BFE01vchevT104044,N1,OVC-HEV,T,10,40,44,0,-
BFE35vchevT104044,N1,OVC-HEV,T,10,40,44,0,35
BFE38vchevT104044,N1,OVC-HEV,T,10,40,44,0,38
BFE01vchevT10xxxx,N1,OVC-HEV,T,10,-,-,0,-
BFE35vchevT10xxxx,N1,OVC-HEV,T,10,-,-,0,35
BFE38vchevT10xxxx,N1,OVC-HEV,T,10,-,-,0,38
BFE01vchevT10xx0x,N1,OVC-HEV,T,10,-,0,0,-
BFE35vchevT10xx0x,N1,OVC-HEV,T,10,-,0,0,35
BFE38vchevT10xx0x,N1,OVC-HEV,T,10,-,0,0,38
BFE01vchevT10xx44,N1,OVC-HEV,T,10,-,44,0,-
BFE35vchevT10xx44,N1,OVC-HEV,T,10,-,44,0,35
BFE38vchevT10xx44,N1,OVC-HEV,T,10,-,44,0,38
BFE01vchevT5040xx,N1,OVC-HEV,T,50,40,-,0,-
BFE35vchevT5040xx,N1,OVC-HEV,T,50,40,-,0,35
BFE38vchevT5040xx,N1,OVC-HEV,T,50,40,-,0,38
BFE01vchevT50400x,N1,OVC-HEV,T,50,40,0,0,-
BFE35vchevT50400x,N1,OVC-HEV,T,50,40,0,0,35
BFE38vchevT50400x,N1,OVC-HEV,T,50,40,0,0,38
BFE01vchevT504044,N1,OVC-HEV,T,50,40,44,0,-
BFE35vchevT504044,N1,OVC-HEV,T,50,40,44,0,35
BFE38vchevT504044,N1,OVC-HEV,T,50,40,44,0,38
BFE01vchevT50xxxx,N1,OVC-HEV,T,50,-,-,0,-
BFE35vchevT50xxxx,N1,OVC-HEV,T,50,-,-,0,35
BFE38vchevT50xxxx,N1,OVC-HEV,T,50,-,-,0,38
BFE01vchevT50xx0x,N1,OVC-HEV,T,50,-,0,0,-
BFE35vchevT50xx0x,N1,OVC-HEV,T,50,-,0,0,35
BFE38vchevT50xx0x,N1,OVC-HEV,T,50,-,0,0,38
BFE01vchevT50xx44,N1,OVC-HEV,T,50,-,44,0,-
BFE35vchevT50xx44,N1,OVC-HEV,T,50,-,44,0,35
BFE38vchevT50xx44,N1,OVC-HEV,T,50,-,44,0,38
BFE01vchevT0x40xx,N1,OVC-HEV,T,0,40,-,0,-
BFE35vchevT0x40xx,N1,OVC-HEV,T,0,40,-,0,35
BFE38vchevT0x40xx,N1,OVC-HEV,T,0,40,-,0,38
BFE01vchevT0x400x,N1,OVC-HEV,T,0,40,0,0,-
BFE35vchevT0x400x,N1,OVC-HEV,T,0,40,0,0,35
BFE38vchevT0x400x,N1,OVC-HEV,T,0,40,0,0,38
BFE01vchevT0x4044,N1,OVC-HEV,T,0,40,44,0,-
BFE35vchevT0x4044,N1,OVC-HEV,T,0,40,44,0,35
BFE38vchevT0x4044,N1,OVC-HEV,T,0,40,44,0,38
BFE01vchevT0xxxxx,N1,OVC-HEV,T,0,-,-,0,-
BFE35vchevT0xxxxx,N1,OVC-HEV,T,0,-,-,0,35
BFE38vchevT0xxxxx,N1,OVC-HEV,T,0,-,-,0,38
BFE01vchevT0xxx0x,N1,OVC-HEV,T,0,-,0,0,-
BFE35vchevT0xxx0x,N1,OVC-HEV,T,0,-,0,0,35
BFE38vchevT0xxx0x,N1,OVC-HEV,T,0,-,0,0,38
BFE01vchevT0xxx44,N1,OVC-HEV,T,0,-,44,0,-
BFE35vchevT0xxx44,N1,OVC-HEV,T,0,-,44,0,35
BFE38vchevT0xxx44,N1,OVC-HEV,T,0,-,44,0,38
BFE01vchevT4040xx,N1,OVC-HEV,T,40,40,-,0,-
BFE35vchevT4040xx,N1,OVC-HEV,T,40,40,-,0,35
BFE38vchevT4040xx,N1,OVC-HEV,T,40,40,-,0,38
BFE01vchevT40400x,N1,OVC-HEV,T,40,40,0,0,-
BFE35vchevT40400x,N1,OVC-HEV,T,40,40,0,0,35
BFE38vchevT40400x,N1,OVC-HEV,T,40,40,0,0,38
BFE01vchevT404044,N1,OVC-HEV,T,40,40,44,0,-
BFE35vchevT404044,N1,OVC-HEV,T,40,40,44,0,35
BFE38vchevT404044,N1,OVC-HEV,T,40,40,44,0,38
BFE01vchevT40xxxx,N1,OVC-HEV,T,40,-,-,0,-
BFE35vchevT40xxxx,N1,OVC-HEV,T,40,-,-,0,35
BFE38vchevT40xxxx,N1,OVC-HEV,T,40,-,-,0,38
BFE01vchevT40xx0x,N1,OVC-HEV,T,40,-,0,0,-
BFE35vchevT40xx0x,N1,OVC-HEV,T,40,-,0,0,35
BFE38vchevT40xx0x,N1,OVC-HEV,T,40,-,0,0,38
BFE01vchevT40xx44,N1,OVC-HEV,T,40,-,44,0,-
BFE35vchevT40xx44,N1,OVC-HEV,T,40,-,44,0,35
BFE38vchevT40xx44,N1,OVC-HEV,T,40,-,44,0,38
BFE01vchevT2040xx,N1,OVC-HEV,T,20,40,-,0,-
BFE35vchevT2040xx,N1,OVC-HEV,T,20,40,-,0,35
BFE38vchevT2040xx,N1,OVC-HEV,T,20,40,-,0,38
BFE01vchevT20400x,N1,OVC-HEV,T,20,40,0,0,-
BFE35vchevT20400x,N1,OVC-HEV,T,20,40,0,0,35
BFE38vchevT20400x,N1,OVC-HEV,T,20,40,0,0,38
BFE01vchevT204044,N1,OVC-HEV,T,20,40,44,0,-
BFE35vchevT204044,N1,OVC-HEV,T,20,40,44,0,35
BFE38vchevT204044,N1,OVC-HEV,T,20,40,44,0,38
BFE01vchevT20xxxx,N1,OVC-HEV,T,20,-,-,0,-
BFE35vchevT20xxxx,N1,OVC-HEV,T,20,-,-,0,35
BFE38vchevT20xxxx,N1,OVC-HEV,T,20,-,-,0,38
BFE01vchevT20xx0x,N1,OVC-HEV,T,20,-,0,0,-
BFE35vchevT20xx0x,N1,OVC-HEV,T,20,-,0,0,35
BFE38vchevT20xx0x,N1,OVC-HEV,T,20,-,0,0,38
BFE01vchevT20xx44,N1,OVC-HEV,T,20,-,44,0,-
BFE35vchevT20xx44,N1,OVC-HEV,T,20,-,44,0,35
BFE38vchevT20xx44,N1,OVC-HEV,T,20,-,44,0,38
BFE01vchevM1040xx,N1,OVC-HEV,M,10,40,-,-,-
BFE35vchevM1040xx,N1,OVC-HEV,M,10,40,-,-,35
BFE38vchevM1040xx,N1,OVC-HEV,M,10,40,-,-,38
BFE01vchevM10400x,N1,OVC-HEV,M,10,40,0,-,-
BFE35vchevM10400x,N1,OVC-HEV,M,10,40,0,-,35
BFE38vchevM10400x,N1,OVC-HEV,M,10,40,0,-,38
BFE01vchevM104044,N1,OVC-HEV,M,10,40,44,-,-
BFE35vchevM104044,N1,OVC-HEV,M,10,40,44,-,35
BFE38vchevM104044,N1,OVC-HEV,M,10,40,44,-,38
BFE01vchevM10xxxx,N1,OVC-HEV,M,10,-,-,-,-
BFE35vchevM10xxxx,N1,OVC-HEV,M,10,-,-,-,35
BFE38vchevM10xxxx,N1,OVC-HEV,M,10,-,-,-,38
BFE01vchevM10xx0x,N1,OVC-HEV,M,10,-,0,-,-
BFE35vchevM10xx0x,N1,OVC-HEV,M,10,-,0,-,35
BFE38vchevM10xx0x,N1,OVC-HEV,M,10,-,0,-,38
BFE01vchevM10xx44,N1,OVC-HEV,M,10,-,44,-,-
BFE35vchevM10xx44,N1,OVC-HEV,M,10,-,44,-,35
BFE38vchevM10xx44,N1,OVC-HEV,M,10,-,44,-,38
BFE01vchevM5040xx,N1,OVC-HEV,M,50,40,-,0,-
BFE35vchevM5040xx,N1,OVC-HEV,M,50,40,-,0,35
BFE38vchevM5040xx,N1,OVC-HEV,M,50,40,-,0,38
BFE01vchevM50400x,N1,OVC-HEV,M,50,40,0,0,-
BFE35vchevM50400x,N1,OVC-HEV,M,50,40,0,0,35
BFE38vchevM50400x,N1,OVC-HEV,M,50,40,0,0,38
BFE01vchevM504044,N1,OVC-HEV,M,50,40,44,0,-
BFE35vchevM504044,N1,OVC-HEV,M,50,40,44,0,35
BFE38vchevM504044,N1,OVC-HEV,M,50,40,44,0,38
BFE01vchevM50xxxx,N1,OVC-HEV,M,50,-,-,0,-
BFE35vchevM50xxxx,N1,OVC-HEV,M,50,-,-,0,35
BFE38vchevM50xxxx,N1,OVC-HEV,M,50,-,-,0,38
BFE01vchevM50xx0x,N1,OVC-HEV,M,50,-,0,0,-
BFE35vchevM50xx0x,N1,OVC-HEV,M,50,-,0,0,35
BFE38vchevM50xx0x,N1,OVC-HEV,M,50,-,0,0,38
BFE01vchevM50xx44,N1,OVC-HEV,M,50,-,44,0,-
BFE35vchevM50xx44,N1,OVC-HEV,M,50,-,44,0,35
BFE38vchevM50xx44,N1,OVC-HEV,M,50,-,44,0,38
BFE01vchevM0x40xx,N1,OVC-HEV,M,0,40,-,-,-
BFE35vchevM0x40xx,N1,OVC-HEV,M,0,40,-,-,35
BFE38vchevM0x40xx,N1,OVC-HEV,M,0,40,-,-,38
BFE01vchevM0x400x,N1,OVC-HEV,M,0,40,0,-,-
BFE35vchevM0x400x,N1,OVC-HEV,M,0,40,0,-,35
BFE38vchevM0x400x,N1,OVC-HEV,M,0,40,0,-,38
BFE01vchevM0x4044,N1,OVC-HEV,M,0,40,44,-,-
BFE35vchevM0x4044,N1,OVC-HEV,M,0,40,44,-,35
BFE38vchevM0x4044,N1,OVC-HEV,M,0,40,44,-,38
BFE01vchevM0xxxxx,N1,OVC-HEV,M,0,-,-,-,-
BFE35vchevM0xxxxx,N1,OVC-HEV,M,0,-,-,-,35
BFE38vchevM0xxxxx,N1,OVC-HEV,M,0,-,-,-,38
BFE01vchevM0xxx0x,N1,OVC-HEV,M,0,-,0,-,-
BFE35vchevM0xxx0x,N1,OVC-HEV,M,0,-,0,-,35
BFE38vchevM0xxx0x,N1,OVC-HEV,M,0,-,0,-,38
BFE01vchevM0xxx44,N1,OVC-HEV,M,0,-,44,-,-
BFE35vchevM0xxx44,N1,OVC-HEV,M,0,-,44,-,35
BFE38vchevM0xxx44,N1,OVC-HEV,M,0,-,44,-,38
BFE01vchevM4040xx,N1,OVC-HEV,M,40,40,-,-,-
BFE35vchevM4040xx,N1,OVC-HEV,M,40,40,-,-,35
BFE38vchevM4040xx,N1,OVC-HEV,M,40,40,-,-,38
BFE01vchevM40400x,N1,OVC-HEV,M,40,40,0,-,-
BFE35vchevM40400x,N1,OVC-HEV,M,40,40,0,-,35
BFE38vchevM40400x,N1,OVC-HEV,M,40,40,0,-,38
BFE01vchevM404044,N1,OVC-HEV,M,40,40,44,-,-
BFE35vchevM404044,N1,OVC-HEV,M,40,40,44,-,35
BFE38vchevM404044,N1,OVC-HEV,M,40,40,44,-,38
BFE01vchevM40xxxx,N1,OVC-HEV,M,40,-,-,-,-
BFE35vchevM40xxxx,N1,OVC-HEV,M,40,-,-,-,35
BFE38vchevM40xxxx,N1,OVC-HEV,M,40,-,-,-,38
BFE01vchevM40xx0x,N1,OVC-HEV,M,40,-,0,-,-
BFE35vchevM40xx0x,N1,OVC-HEV,M,40,-,0,-,35
BFE38vchevM40xx0x,N1,OVC-HEV,M,40,-,0,-,38
BFE01vchevM40xx44,N1,OVC-HEV,M,40,-,44,-,-
BFE35vchevM40xx44,N1,OVC-HEV,M,40,-,44,-,35
BFE38vchevM40xx44,N1,OVC-HEV,M,40,-,44,-,38
BFE01vchevM2040xx,N1,OVC-HEV,M,20,40,-,-,-
BFE35vchevM2040xx,N1,OVC-HEV,M,20,40,-,-,35
BFE38vchevM2040xx,N1,OVC-HEV,M,20,40,-,-,38
BFE01vchevM20400x,N1,OVC-HEV,M,20,40,0,-,-
BFE35vchevM20400x,N1,OVC-HEV,M,20,40,0,-,35
BFE38vchevM20400x,N1,OVC-HEV,M,20,40,0,-,38
BFE01vchevM204044,N1,OVC-HEV,M,20,40,44,-,-
BFE35vchevM204044,N1,OVC-HEV,M,20,40,44,-,35
BFE38vchevM204044,N1,OVC-HEV,M,20,40,44,-,38
BFE01vchevM20xxxx,N1,OVC-HEV,M,20,-,-,-,-
BFE35vchevM20xxxx,N1,OVC-HEV,M,20,-,-,-,35
BFE38vchevM20xxxx,N1,OVC-HEV,M,20,-,-,-,38
BFE01vchevM20xx0x,N1,OVC-HEV,M,20,-,0,-,-
BFE35vchevM20xx0x,N1,OVC-HEV,M,20,-,0,-,35
BFE38vchevM20xx0x,N1,OVC-HEV,M,20,-,0,-,38
BFE01vchevM20xx44,N1,OVC-HEV,M,20,-,44,-,-
BFE35vchevM20xx44,N1,OVC-HEV,M,20,-,44,-,35
BFE38vchevM20xx44,N1,OVC-HEV,M,20,-,44,-,38
BFE01vchevx1040xx,N1,OVC-HEV,-,10,40,-,-,-
BFE35vchevx1040xx,N1,OVC-HEV,-,10,40,-,-,35
BFE38vchevx1040xx,N1,OVC-HEV,-,10,40,-,-,38
BFE01vchevx10400x,N1,OVC-HEV,-,10,40,0,-,-
BFE35vchevx10400x,N1,OVC-HEV,-,10,40,0,-,35
BFE38vchevx10400x,N1,OVC-HEV,-,10,40,0,-,38
BFE01vchevx104044,N1,OVC-HEV,-,10,40,44,-,-
BFE35vchevx104044,N1,OVC-HEV,-,10,40,44,-,35
BFE38vchevx104044,N1,OVC-HEV,-,10,40,44,-,38
BFE01vchevx10xxxx,N1,OVC-HEV,-,10,-,-,-,-
BFE35vchevx10xxxx,N1,OVC-HEV,-,10,-,-,-,35
BFE38vchevx10xxxx,N1,OVC-HEV,-,10,-,-,-,38
BFE01vchevx10xx0x,N1,OVC-HEV,-,10,-,0,-,-
BFE35vchevx10xx0x,N1,OVC-HEV,-,10,-,0,-,35
BFE38vchevx10xx0x,N1,OVC-HEV,-,10,-,0,-,38
BFE01vchevx10xx44,N1,OVC-HEV,-,10,-,44,-,-
BFE35vchevx10xx44,N1,OVC-HEV,-,10,-,44,-,35
BFE38vchevx10xx44,N1,OVC-HEV,-,10,-,44,-,38
BFE01vchevx5040xx,N1,OVC-HEV,-,50,40,-,-,-
BFE35vchevx5040xx,N1,OVC-HEV,-,50,40,-,-,35
BFE38vchevx5040xx,N1,OVC-HEV,-,50,40,-,-,38
BFE01vchevx50400x,N1,OVC-HEV,-,50,40,0,-,-
BFE35vchevx50400x,N1,OVC-HEV,-,50,40,0,-,35
BFE38vchevx50400x,N1,OVC-HEV,-,50,40,0,-,38
BFE01vchevx504044,N1,OVC-HEV,-,50,40,44,-,-
BFE35vchevx504044,N1,OVC-HEV,-,50,40,44,-,35
BFE38vchevx504044,N1,OVC-HEV,-,50,40,44,-,38
BFE01vchevx50xxxx,N1,OVC-HEV,-,50,-,-,-,-
BFE35vchevx50xxxx,N1,OVC-HEV,-,50,-,-,-,35
BFE38vchevx50xxxx,N1,OVC-HEV,-,50,-,-,-,38
BFE01vchevx50xx0x,N1,OVC-HEV,-,50,-,0,-,-
BFE35vchevx50xx0x,N1,OVC-HEV,-,50,-,0,-,35
BFE38vchevx50xx0x,N1,OVC-HEV,-,50,-,0,-,38
BFE01vchevx50xx44,N1,OVC-HEV,-,50,-,44,-,-
BFE35vchevx50xx44,N1,OVC-HEV,-,50,-,44,-,35
BFE38vchevx50xx44,N1,OVC-HEV,-,50,-,44,-,38
BFE01vchevx0x40xx,N1,OVC-HEV,-,0,40,-,-,-
BFE35vchevx0x40xx,N1,OVC-HEV,-,0,40,-,-,35
BFE38vchevx0x40xx,N1,OVC-HEV,-,0,40,-,-,38
BFE01vchevx0x400x,N1,OVC-HEV,-,0,40,0,-,-
BFE35vchevx0x400x,N1,OVC-HEV,-,0,40,0,-,35
BFE38vchevx0x400x,N1,OVC-HEV,-,0,40,0,-,38
BFE01vchevx0x4044,N1,OVC-HEV,-,0,40,44,-,-
BFE35vchevx0x4044,N1,OVC-HEV,-,0,40,44,-,35
BFE38vchevx0x4044,N1,OVC-HEV,-,0,40,44,-,38
BFE01vchevx0xxxxx,N1,OVC-HEV,-,0,-,-,-,-
BFE35vchevx0xxxxx,N1,OVC-HEV,-,0,-,-,-,35
BFE38vchevx0xxxxx,N1,OVC-HEV,-,0,-,-,-,38
BFE01vchevx0xxx0x,N1,OVC-HEV,-,0,-,0,-,-
BFE35vchevx0xxx0x,N1,OVC-HEV,-,0,-,0,-,35
BFE38vchevx0xxx0x,N1,OVC-HEV,-,0,-,0,-,38
BFE01vchevx0xxx44,N1,OVC-HEV,-,0,-,44,-,-
BFE35vchevx0xxx44,N1,OVC-HEV,-,0,-,44,-,35
BFE38vchevx0xxx44,N1,OVC-HEV,-,0,-,44,-,38
BFE01vchevx4040xx,N1,OVC-HEV,-,40,40,-,-,-
BFE35vchevx4040xx,N1,OVC-HEV,-,40,40,-,-,35
BFE38vchevx4040xx,N1,OVC-HEV,-,40,40,-,-,38
BFE01vchevx40400x,N1,OVC-HEV,-,40,40,0,-,-
BFE35vchevx40400x,N1,OVC-HEV,-,40,40,0,-,35
BFE38vchevx40400x,N1,OVC-HEV,-,40,40,0,-,38
BFE01vchevx404044,N1,OVC-HEV,-,40,40,44,-,-
BFE35vchevx404044,N1,OVC-HEV,-,40,40,44,-,35
BFE38vchevx404044,N1,OVC-HEV,-,40,40,44,-,38
BFE01vchevx40xxxx,N1,OVC-HEV,-,40,-,-,-,-
BFE35vchevx40xxxx,N1,OVC-HEV,-,40,-,-,-,35
BFE38vchevx40xxxx,N1,OVC-HEV,-,40,-,-,-,38
BFE01vchevx40xx0x,N1,OVC-HEV,-,40,-,0,-,-
BFE35vchevx40xx0x,N1,OVC-HEV,-,40,-,0,-,35
BFE38vchevx40xx0x,N1,OVC-HEV,-,40,-,0,-,38
BFE01vchevx40xx44,N1,OVC-HEV,-,40,-,44,-,-
BFE35vchevx40xx44,N1,OVC-HEV,-,40,-,44,-,35
BFE38vchevx40xx44,N1,OVC-HEV,-,40,-,44,-,38
BFE01vchevx2040xx,N1,OVC-HEV,-,20,40,-,-,-
BFE35vchevx2040xx,N1,OVC-HEV,-,20,40,-,-,35
BFE38vchevx2040xx,N1,OVC-HEV,-,20,40,-,-,38
BFE01vchevx20400x,N1,OVC-HEV,-,20,40,0,-,-
BFE35vchevx20400x,N1,OVC-HEV,-,20,40,0,-,35
BFE38vchevx20400x,N1,OVC-HEV,-,20,40,0,-,38
BFE01vchevx204044,N1,OVC-HEV,-,20,40,44,-,-
BFE35vchevx204044,N1,OVC-HEV,-,20,40,44,-,35
BFE38vchevx204044,N1,OVC-HEV,-,20,40,44,-,38
BFE01vchevx20xxxx,N1,OVC-HEV,-,20,-,-,-,-
BFE35vchevx20xxxx,N1,OVC-HEV,-,20,-,-,-,35
BFE38vchevx20xxxx,N1,OVC-HEV,-,20,-,-,-,38
BFE01vchevx20xx0x,N1,OVC-HEV,-,20,-,0,-,-
BFE35vchevx20xx0x,N1,OVC-HEV,-,20,-,0,-,35
BFE38vchevx20xx0x,N1,OVC-HEV,-,20,-,0,-,38
BFE01vchevx20xx44,N1,OVC-HEV,-,20,-,44,-,-
BFE35vchevx20xx44,N1,OVC-HEV,-,20,-,44,-,35
BFE38vchevx20xx44,N1,OVC-HEV,-,20,-,44,-,38
BFE01vchevD1040xx,N1,OVC-HEV,D,10,40,-,-,-
BFE35vchevD1040xx,N1,OVC-HEV,D,10,40,-,-,35
BFE38vchevD1040xx,N1,OVC-HEV,D,10,40,-,-,38
BFE01vchevD10400x,N1,OVC-HEV,D,10,40,0,-,-
BFE35vchevD10400x,N1,OVC-HEV,D,10,40,0,-,35
BFE38vchevD10400x,N1,OVC-HEV,D,10,40,0,-,38
BFE01vchevD104044,N1,OVC-HEV,D,10,40,44,-,-
BFE35vchevD104044,N1,OVC-HEV,D,10,40,44,-,35
